wave	old_repo_path	old_concept	target_repo	target_root	action	future_repo	status	notes
SPINE.30	../yai-dev/src/substrate/records/*	record persist contract, lifecycle and taxonomy posture	yai	engine/yai-engine/src/record.rs; engine/yai-engine/src/store/lmdb.rs	mine_concept	none	complete	read-only; yai.record.v1 envelope and id/case/kind indexes use concepts only, no old code copied
SPINE.30	../yai-dev/src/substrate/query/*	record lookup/query surface posture	yai	cmd/yai store summary; future SPINE.31	mine_concept	none	complete	read-only; SPINE.30 keeps aggregate summary only and defers read/query API
SPINE.30	../yai-dev/src/runtime/execution/execution_records.c	execution record append posture	yai	daemon journal to LMDB mirror	mine_concept	none	complete	read-only; daemon journal records are mirrored to LMDB after journal write succeeds
SPINE.30	../yai-dev/src/runtime/execution/operational_receipt.c	receipt append and provenance posture	yai	record-plane write path	mine_concept	none	complete	read-only; receipt records remain journal-derived copies in LMDB, not replacement audit truth
SPINE.31	../yai-dev/src/substrate/query/*	record query grammar, scope filters and query safety posture	yai	cmd/yai store record get/list	mine_concept	none	complete	read-only; SPINE.31 adds id/case/kind LMDB reads only, with no planner or journal fallback
SPINE.31	../yai-dev/src/substrate/indexes/*	index lifecycle, relationship and ownership posture	yai	engine/yai-engine/src/store/lmdb.rs	mine_concept	none	complete	read-only; indexes retrieve records but do not own record truth; SPINE.31 resolves case/kind entries through records_by_id
SPINE.31	../yai-dev/src/substrate/store/*	store read boundary and backend posture	yai	engine/yai-engine/src/store/lmdb.rs; cmd/yai	mine_concept	none	complete	read-only; LMDB ready status gates reads and missing/uninitialized stores do not synthesize data
SPINE.31	../yai-dev/src/substrate/records/*	record listing and envelope posture	yai	yai.record.v1 CLI output	mine_concept	none	complete	read-only; CLI prints schema/id/kind/case/source/payload fields from stored envelopes, no old implementation copied
SPINE.32	../yai-dev/src/substrate/indexes/*	subject indexes, receipt lookup and index consistency posture	yai	engine/yai-engine/src/store/lmdb.rs	mine_concept	none	complete	read-only; records_by_subject and records_by_receipt are derived retrieval indexes, not record truth
SPINE.32	../yai-dev/src/substrate/query/*	query filters for subject and receipt scoped lookups	yai	cmd/yai store record list --subject/--receipt	mine_concept	none	complete	read-only; CLI filters use LMDB indexes only and do not fall back to journal
SPINE.32	../yai-dev/src/substrate/records/*	record relationship indexes and structured ref posture	yai	yai.record.v1 subject_refs/receipt_id fields	mine_concept	none	complete	read-only; only structured subject_ref and receipt_id fields are indexed, no payload text parsing
SPINE.32	../yai-dev/src/substrate/store/*	backend index storage posture	yai	LMDB named DBs records_by_subject/records_by_receipt	mine_concept	none	complete	read-only; Rust LMDB remains backend owner under engine, C/system store remains transitional journal path
SPINE.32	../yai-dev/src/runtime/execution/operational_receipt.c	operational receipt identity and lookup posture	yai	records_by_receipt	mine_concept	none	complete	read-only; receipt ids support derived record lookup without making LMDB the receipt authority
SPINE.33	../yai-dev/src/substrate/query/*	query CLI grammar, read access posture and zero-result behavior	yai	cmd/yai store record get/list	mine_concept	none	complete	read-only; SPINE.33 freezes line-oriented LMDB CLI output and keeps query as read access, not truth ownership
SPINE.33	../yai-dev/src/substrate/indexes/*	index retrieval posture and no-truth boundary	yai	records_by_case/kind/subject/receipt CLI validation	mine_concept	none	complete	read-only; derived indexes accelerate record lookup and zero-result lists do not synthesize data
SPINE.33	../yai-dev/src/substrate/store/*	store readiness, backend health and no-fallback posture	yai	yai store status/summary	mine_concept	none	complete	read-only; missing/not_initialized/ready states are reported directly and LMDB reads do not fall back to journal
SPINE.33A	../yai-dev/src/runtime/carriers/*	carrier loop, host mediated carrier and native carrier posture	yai	include/yai/effect/carrier_family.h; yai carrier families	mine_concept	none	complete	read-only; carrier family vocabulary extracted without copying carrier runtime or adding carrier execution
SPINE.33A	../yai-dev/src/runtime/execution/*	controlled action, request/error envelope, execution record and operational receipt posture	yai	include/yai/effect/dispatch.h; include/yai/effect/receipt_guarantee.h	mine_concept	none	complete	read-only; dispatch status and receipt guarantee modes extracted without queue, scheduler or process execution
SPINE.33A	../yai-dev/src/runtime/observation/*	runtime probe, host observation and supervision posture	yai	include/yai/observation/host_observation.h	mine_concept	none	complete	read-only; host observation posture extracted as evidence/divergence input, not enforcement
SPINE.33A	../yai-dev/src/runtime/decision/*	runtime control admission, enforcement intent and receipt contract posture	yai	include/yai/control/gate_outcome.h	mine_concept	none	complete	read-only; gate outcome vocabulary distinguishes decision/control posture from execution and dispatch
SPINE.33A	../yai-dev/src/runtime/boundary/subjects/*	subject boundary families and host/external evidence posture	yai	carrier family; host observation posture	mine_concept	none	complete	read-only; file/process/database/endpoint/service subjects inform family vocabulary without importing detectors
SPINE.33A	../yai-dev/src/runtime/operator/queue_gate.c	queue review gate and mediated execution posture	yai	dispatch status; gate outcome	mine_concept	none	complete	read-only; review/defer/blocked posture extracted without queue implementation
SPINE.33A	../yai-dev/src/runtime/operator/queue_view.c	queue view and review lane posture	yai	yai carrier families review status	mine_concept	none	complete	read-only; review lane vocabulary is planned/inspectable only, not an active queue
SPINE.33A	../yai-dev/src/decision/*	decision basis, policy authority, outcome and review mediation posture	yai	gate outcome; decision is not execution doctrine	mine_concept	none	complete	read-only; decision concepts inform control vocabulary while execution remains separate
SPINE.33B	../yai-dev/src/runtime/carriers/carrier_loop.c	carrier loop tick and runtime activity lane posture	yai	dispatch lane and multiplex route helper	mine_concept	none	complete	read-only; extracted lane routing posture without importing carrier loop, ticking or process scanning
SPINE.33B	../yai-dev/src/runtime/operator/queue_gate.c	queue gate, blocker and review mediation posture	yai	yai carrier route; dispatch plan	mine_concept	none	complete	read-only; queue concepts inform route planning but no queue or review runtime is added
SPINE.33B	../yai-dev/src/runtime/operator/queue_view.c	queue rendering and operator lane visibility posture	yai	yai carrier lanes	mine_concept	none	complete	read-only; visible lane metadata replaces legacy queue UI concepts for this wave
SPINE.33B	../yai-dev/src/runtime/execution/stage_state.c	runtime enforcement stages and plan resolution posture	yai	dispatch plan policies	mine_concept	none	complete	read-only; stage names inform plan-vs-execution boundary without adding execution stages
SPINE.33B	../yai-dev/src/runtime/execution/runtime_enforcement_engine.c	controlled act admission, carrier ref and runtime binding posture	yai	dispatch plan carrier_family/lane/status	mine_concept	none	complete	read-only; admission concepts remain separated from decision and execution in SPINE.33B
SPINE.33B	../yai-dev/src/runtime/execution/runtime_enforcement_recovery.c	recovery shim and enforcement recovery posture	yai	dispatch failure_mode	mine_concept	none	complete	read-only; recovery stays future work, only failure posture is named
SPINE.33B	../yai-dev/src/runtime/boundary/subjects/*	subject boundary and actionability routing posture	yai	dispatch lock policies and lane mapping	mine_concept	none	complete	read-only; subject boundary concepts inform future subject locks without adding probes or enforcement
SPINE.33C	../yai-dev/src/runtime/carriers/host_mediated_carrier.c	host mediated carrier execution envelope and evidence posture	yai	carrier.v1 filesystem adapter	mine_concept	none	complete	read-only; extracted contract phases without importing host-mediated runtime bridge
SPINE.33C	../yai-dev/src/runtime/carriers/native_carrier.c	native carrier outcome and policy-mediated action posture	yai	carrier outcome vocabulary	mine_concept	none	complete	read-only; native/process actions remain future work, no SIGTERM/SIGKILL added
SPINE.33C	../yai-dev/src/runtime/execution/controlled_action.c	controlled action request and evidence requirement posture	yai	carrier receipt posture	mine_concept	none	complete	read-only; controlled action concepts inform carrier.v1 fields without adding action runtime
SPINE.33C	../yai-dev/src/runtime/execution/operational_receipt.c	operational receipt defaults, validation and append posture	yai	carrier receipt init/mapping	mine_concept	none	complete	read-only; receipt posture extracted without replacing journal/LMDB record truth
SPINE.33C	../yai-dev/src/runtime/execution/execution_records.c	execution request/stage record posture	yai	residue_recording contract phase	mine_concept	none	complete	read-only; execution records inform residue_recording naming only
SPINE.33C	../yai-dev/src/runtime/execution/runtime_controlled_act_record_boundary.c	controlled act admission record boundary	yai	carrier receipt attempt/decision/receipt refs	mine_concept	none	complete	read-only; record boundary informs refs, no legacy record append copied
SPINE.33C	../yai-dev/src/runtime/execution/runtime_system_call_record_contract.c	system call record contract and allowed outcome posture	yai	carrier outcome/receipt posture	mine_concept	none	complete	read-only; system call contract informs future process carrier only
SPINE.33C	../yai-dev/src/runtime/decision/runtime_decision_receipt_boundary.c	decision receipt obligation boundary	yai	receipt_required carrier inspect field	mine_concept	none	complete	read-only; obligation boundary stays separate from carrier outcome
SPINE.33C	../yai-dev/src/runtime/decision/runtime_receipt_contract.c	receipt contract posture vocabulary	yai	carrier.v1 receipt validation posture	mine_concept	none	complete	read-only; required/pending/appended concepts inform carrier receipt posture only
SPINE.33D	../yai-dev/src/runtime/execution/command_executor.c	fork/exec/wait timeout and signal cleanup posture	yai	process carrier test-owned signal control	mine_concept	none	complete	read-only; mined POSIX process primitives without adding shell execution API
SPINE.33D	../yai-dev/src/runtime/execution/command_resolver.c	command path resolution and executable boundary posture	yai	process carrier non-goals	mine_concept	none	complete	read-only; process carrier does not expose command resolution or shell execution
SPINE.33D	../yai-dev/src/runtime/execution/controlled_action.c	controlled action and evidence requirement posture	yai	process signal op/gate/receipt posture	mine_concept	none	complete	read-only; process signals remain controlled effects, not commands
SPINE.33D	../yai-dev/src/runtime/execution/process_replay.c	process replay placeholder posture	yai	process receipt future replay note	mine_concept	none	complete	read-only; replay remains future work
SPINE.33D	../yai-dev/src/runtime/execution/stage_state.c	stage state and plan/execution separation	yai	process carrier docs	mine_concept	none	complete	read-only; stage concepts inform docs only
SPINE.33D	../yai-dev/src/runtime/execution/runtime_enforcement_engine.c	enforcement and carrier outcome mediation posture	yai	process carrier blocked/unsafe outcome	mine_concept	none	complete	read-only; unsafe targets block before carrier attempt
SPINE.33D	../yai-dev/src/runtime/execution/runtime_enforcement_recovery.c	recovery posture for failed enforcement	yai	process carrier failed outcome	mine_concept	none	complete	read-only; recovery stays SPINE.33F+
SPINE.33D	../yai-dev/src/runtime/observation/subjects/process_observer.c	process observation via kill(pid,0) posture	yai	process observe CLI/C ABI	mine_concept	none	complete	read-only; observation extracted without broader probe runtime
SPINE.33D	../yai-dev/src/runtime/observation/runtime_probe.c	runtime probe watch/projection posture	yai	SPINE.33E planning	mine_concept	none	complete	read-only; host observation hardening deferred to SPINE.33E
SPINE.33D	../yai-dev/src/runtime/observation/runtime_watch_session.c	watch session state transition posture	yai	process post-state observation docs	mine_concept	none	complete	read-only; watch sessions are not implemented in SPINE.33D
SPINE.33E	../yai-dev/src/runtime/observation/subjects/process_observer.c	process observer kill(pid,0) and evidence posture	yai	host probe process observation	mine_concept	none	complete	read-only; extracted POSIX probe posture without importing supervisor subject model
SPINE.33E	../yai-dev/src/runtime/observation/runtime_probe.c	runtime probe projection, watch and decision bundle posture	yai	host probe doctrine and command surface	mine_concept	none	complete	read-only; large projection/watch machinery left for later, only independent observation boundary mined
SPINE.33E	../yai-dev/src/runtime/observation/runtime_watch_plan.c	watch plan profile, mode and evidence posture	yai	observation is not enforcement doctrine	mine_concept	none	complete	read-only; watch planning remains future work, SPINE.33E only defines probe/compare
SPINE.33E	../yai-dev/src/runtime/observation/runtime_watch_session.c	watch session active/degraded/stopped lifecycle	yai	observed state comparison posture	mine_concept	none	complete	read-only; session lifecycle informs future observation sessions, not implemented
SPINE.33E	../yai-dev/src/runtime/observation/runtime_observation_view.c	observation view and process/file/listener surface grammar	yai	yai observe process CLI	rewrite	none	complete	read-only; rewritten to new minimal observe grammar without legacy supervisor UI
SPINE.33E	../yai-dev/src/runtime/observation/host_mediated_probe.c	host-mediated probe smoke posture	yai	host probe non-goals	mine_concept	none	complete	read-only; mode distinction recorded, no host-mediated probe backend imported
SPINE.33E	../yai-dev/src/runtime/observation/native_full_probe.c	native/full probe smoke posture	yai	host probe non-goals	mine_concept	none	complete	read-only; native/full probe remains future work outside v0
SPINE.33E	../yai-dev/src/runtime/execution/runtime_enforcement_recovery.c	recovery shim posture	yai	divergence candidate no silent repair doctrine	mine_concept	none	complete	read-only; recovery stays SPINE.33F+ and is not triggered by host probe
SPINE.33F	../yai-dev/src/runtime/boundary/subjects/database/*	database boundary subject family and detector posture	yai	carrier coverage matrix database skeleton	mine_concept	none	complete	read-only; database becomes visible controlled/observed/imported skeleton with execution_available false
SPINE.33F	../yai-dev/src/runtime/boundary/subjects/endpoint/*	endpoint/API boundary subject family and detector posture	yai	carrier coverage matrix endpoint skeleton	mine_concept	none	complete	read-only; endpoint is represented as skeleton coverage only, no endpoint carrier execution
SPINE.33F	../yai-dev/src/runtime/boundary/subjects/file/*	file boundary and filesystem subject posture	yai	filesystem coverage active_minimal	mine_concept	none	complete	read-only; confirms filesystem remains the active controlled carrier example without copying detectors
SPINE.33F	../yai-dev/src/runtime/boundary/subjects/listener/*	listener/server socket subject family posture	yai	carrier coverage matrix listener skeleton	mine_concept	none	complete	read-only; listener is visible as skeleton and non-executable in this wave
SPINE.33F	../yai-dev/src/runtime/boundary/subjects/process/*	process boundary and subject detector posture	yai	process coverage controlled/observed active_minimal	mine_concept	none	complete	read-only; process coverage records safe/test-owned control and host probe observation only
SPINE.33F	../yai-dev/src/runtime/boundary/subjects/service/*	service lifecycle subject family posture	yai	carrier coverage matrix service skeleton	mine_concept	none	complete	read-only; service is visible as skeleton coverage, no service lifecycle control
SPINE.33F	../yai-dev/src/runtime/boundary/subjects/socket/*	socket subject and observation posture	yai	carrier coverage matrix socket skeleton	mine_concept	none	complete	read-only; socket is visible as skeleton coverage, no socket carrier execution
SPINE.33F	../yai-dev/src/runtime/provider/*	provider boundary and external result posture	yai	model_provider coverage skeleton/import posture	mine_concept	none	complete	read-only; provider concepts inform model_provider coverage without adding model invocation
SPINE.33F	../yai-dev/src/runtime/observation/subjects/*	observation subject families and probe posture	yai	observed mode coverage taxonomy	mine_concept	none	complete	read-only; observed mode is classified separately from controlled execution and imported evidence
SPINE.33F	../yai-dev/src/runtime/carriers/*	carrier loop, host mediated/native carrier families and mode posture	yai	carrier_mode; carrier_coverage	mine_concept	none	complete	read-only; extracted controlled/observed/imported coverage matrix without carrier loop execution
SPINE.33G	../yai-dev/src/runtime/boundary/subjects/database/*	boundary detector, interpreter, resolver and runtime evidence posture	yai	carrier_skeleton database	mine_concept	none	complete	read-only; database becomes inspectable carrier.v1 skeleton with adapter_not_implemented and no query execution
SPINE.33G	../yai-dev/src/runtime/boundary/subjects/endpoint/*	endpoint boundary detector, interpreter, resolver and evidence posture	yai	carrier_skeleton endpoint	mine_concept	none	complete	read-only; endpoint skeleton is inspectable and receipt-aware without endpoint execution
SPINE.33G	../yai-dev/src/runtime/boundary/subjects/listener/*	listener boundary detector, interpreter, resolver and evidence posture	yai	carrier_skeleton listener	mine_concept	none	complete	read-only; listener skeleton is visible with no listener operation
SPINE.33G	../yai-dev/src/runtime/boundary/subjects/service/*	service lifecycle boundary detector, interpreter, resolver and evidence posture	yai	carrier_skeleton service	mine_concept	none	complete	read-only; service skeleton is visible with no service lifecycle control
SPINE.33G	../yai-dev/src/runtime/boundary/subjects/socket/*	socket boundary detector, interpreter, resolver and evidence posture	yai	carrier_skeleton socket	mine_concept	none	complete	read-only; socket skeleton is visible with no socket operation
SPINE.33G	../yai-dev/src/runtime/provider/*	provider request/result records and provider transport boundary	yai	carrier_skeleton model_provider	mine_concept	none	complete	read-only; provider material informs model_provider skeleton and non-execution reason without model invocation
SPINE.33G	../yai-dev/src/runtime/observation/subjects/database_observer.c	database subject observer evidence posture	yai	carrier_skeleton database observed mode	mine_concept	none	complete	read-only; observer concept classified while observed mode remains skeleton only
SPINE.33G	../yai-dev/src/runtime/observation/subjects/endpoint_observer.c	endpoint subject observer evidence posture	yai	carrier_skeleton endpoint observed mode	mine_concept	none	complete	read-only; observer concept classified without endpoint probe implementation
SPINE.33G	../yai-dev/src/runtime/observation/subjects/listener_observer.c	listener subject observer evidence posture	yai	carrier_skeleton listener observed mode	mine_concept	none	complete	read-only; observer concept classified without listener probe implementation
SPINE.33G	../yai-dev/src/runtime/observation/subjects/service_observer.c	service subject observer evidence posture	yai	carrier_skeleton service observed mode	mine_concept	none	complete	read-only; observer concept classified without service probe implementation
SPINE.33G	../yai-dev/src/runtime/observation/subjects/socket_observer.c	socket subject observer evidence posture	yai	carrier_skeleton socket observed mode	mine_concept	none	complete	read-only; observer concept classified without socket probe implementation
SPINE.33H	../yai-dev/src/runtime/execution/error_envelope.c	error envelope reference generation	yai	carrier_outcome_harness reason/error posture	mine_concept	none	complete	read-only; outcome harness records reason strings without copying runtime error envelope implementation
SPINE.33H	../yai-dev/src/runtime/execution/operational_receipt.c	operational receipt defaults and outcome fields	yai	carrier_outcome_harness receipt_posture	mine_concept	none	complete	read-only; receipt concept becomes simulated receipt posture only, no durable receipt write in 33H
SPINE.33H	../yai-dev/src/runtime/execution/runtime_enforcement_recovery.c	recovery hint boundary	yai	carrier_outcome_harness reason posture	mine_concept	none	complete	read-only; recovery stays future 33I+ hardening, no recovery planner migration
SPINE.33H	../yai-dev/src/runtime/execution/stage_state.c	stage state and failed invoke posture	yai	carrier_outcome_harness failed/waiting posture	mine_concept	none	complete	read-only; stage names inform failed/waiting posture without creating runner execution
SPINE.33H	../yai-dev/src/runtime/decision/runtime_decision_receipt_boundary.c	decision-receipt obligation boundary	yai	carrier_outcome_harness receipt_required	mine_concept	none	complete	read-only; outcome harness marks receipt_required without appending receipts
SPINE.33H	../yai-dev/src/runtime/observation/runtime_action_boundary_engine.c	actionability and enforcement candidate posture	yai	carrier_outcome_harness blocked/deferred posture	mine_concept	none	complete	read-only; action boundary informs blocked/deferred posture without enforcement execution
SPINE.33H	../yai-dev/src/runtime/observation/runtime_signal_normalize.c	observation signal normalization	yai	carrier_outcome_harness observed posture	mine_concept	none	complete	read-only; observed outcome stays simulated for harness
SPINE.33H	../yai-dev/src/runtime/observation/runtime_transition_engine.c	transition severity and policy relevance	yai	carrier_outcome_harness mismatch/quarantine posture	mine_concept	none	complete	read-only; transition concepts inform outcome taxonomy only
SPINE.33H	../yai-dev/src/decision/outcome/*	decision outcome vocabulary	yai	carrier_outcome_harness outcome taxonomy	mine_concept	none	complete	read-only; maps outcome vocabulary to carrier outcome posture, not gate outcome authority
SPINE.33H	../yai-dev/src/decision/conflict/*	conflict/divergence posture	yai	carrier_outcome_harness divergence_candidate	mine_concept	none	complete	read-only; mismatch generates divergence_candidate marker, hardening deferred to 33I
SPINE.33I	../yai-dev/src/runtime/execution/error_envelope.c	error envelope and failed posture	yai	carrier_consistency divergence severity	mine_concept	none	complete	read-only; failure posture informs failed_with_partial_effect without importing recovery execution
SPINE.33I	../yai-dev/src/runtime/execution/operational_receipt.c	operational receipt consistency fields	yai	carrier_consistency receipt posture	mine_concept	none	complete	read-only; receipt presence becomes diagnostic posture only, no durable receipt write added
SPINE.33I	../yai-dev/src/runtime/execution/runtime_enforcement_recovery.c	enforcement recovery hint boundary	yai	carrier_consistency no silent repair	mine_concept	none	complete	read-only; recovery hints remain future work, 33I only reports divergence
SPINE.33I	../yai-dev/src/runtime/decision/runtime_decision_receipt_boundary.c	decision-receipt boundary	yai	carrier_consistency decision receipt relationship	mine_concept	none	complete	read-only; extracted relationship between decision, dispatch, outcome and receipt
SPINE.33I	../yai-dev/src/runtime/decision/runtime_receipt_contract.c	receipt contract expectations	yai	carrier_consistency receipt_required receipt_present	mine_concept	none	complete	read-only; contract informs missing/executed-without-receipt divergence posture
SPINE.33I	../yai-dev/src/runtime/observation/runtime_action_boundary_engine.c	observation/action boundary mismatch	yai	carrier_consistency observation result	mine_concept	none	complete	read-only; observation mismatch maps to divergence candidate without host action
SPINE.33I	../yai-dev/src/runtime/observation/runtime_transition_engine.c	transition mismatch and severity	yai	carrier_consistency severity posture	mine_concept	none	complete	read-only; transition concepts inform warning/error/critical classification
SPINE.33I	../yai-dev/src/decision/conflict/*	conflict resolution and divergence naming	yai	carrier_consistency divergence kinds	mine_concept	none	complete	read-only; names extracted for diagnostic divergence posture, no conflict resolver imported
SPINE.33I	../yai-dev/src/decision/outcome/*	outcome merge posture	yai	carrier_consistency outcome relationship	mine_concept	none	complete	read-only; outcome vocabulary checked against receipts and observations only
SPINE.33L	../yai-dev/src/runtime/provider/*	provider lifecycle, daemon, registry, request/result records and routing	yai	provider_runtime_lan_target_surface	mine_concept	none	complete	read-only; extracted target/provider/registry posture without provider invocation or lifecycle control
SPINE.33L	../yai-dev/src/runtime/provider/runtime_provider_lan_store.c	LAN provider trust store and workspace attachment posture	yai	device_registry_v0	mine_concept	none	complete	read-only; rewritten as device registry JSONL with trust_status, not provider store migration
SPINE.33L	../yai-dev/src/runtime/provider/runtime_provider_transport_local.c	local provider transport and base URL resolution	yai	provider_start_dry_run local/external posture	mine_concept	none	complete	read-only; no HTTP call or provider process start added
SPINE.33L	../yai-dev/src/runtime/provider/runtime_provider_transport_remote.c	remote provider transport boundary	yai	provider_start_dry_run lan posture	mine_concept	none	complete	read-only; LAN target remains dry-run and requires future paired supervisor
SPINE.33L	../yai-dev/src/runtime/boundary/transport/*	transport contract, readiness, endpoint/listener/security posture	yai	runtime_target transport boundary	mine_concept	none	complete	read-only; no mDNS, auth handshake, socket or RPC implementation imported
SPINE.33L	../yai-dev/src/runtime/access/machine/*	machine authorization posture	yai	device trust_status	mine_concept	none	complete	read-only; trust/untrust CLI records local declaration only, no authorization protocol
SPINE.33L	../yai-dev/src/runtime/machine/*	machine lifecycle and daemon expectation posture	yai	device provider_supervisor_status	mine_concept	none	complete	read-only; supervisor status remains not_checked/planned, no daemon lifecycle migration
SPINE.33L	../yai-dev/src/runtime/residency/*	runtime and artifact layout posture	yai	provider run/log/plan paths	mine_concept	none	complete	read-only; extracted layout convention under YAI_HOME without runtime residency engine
SPINE.33L	../yai-dev/src/runtime/activation/*	startup plan and mode entry posture	yai	provider start dry-run plan	mine_concept	none	complete	read-only; startup plan becomes CLI dry-run output only
SPINE.33L	../yai-dev/src/runtime/registry/runtime/commands/*	runtime command catalog and host enforcement metadata	yai	command-surface provider runtime entries	mine_concept	none	complete	read-only; command registry concepts inform docs/guard without importing old registry
SPINE.34	../yai-dev/src/substrate/store/*	store backend posture and LMDB boundary	yai	lmdb_record_plane_freeze	classify_residue	none	complete	read-only; freeze keeps LMDB as durable indexed lookup and rejects DuckDB/filesystem store substitution
SPINE.34	../yai-dev/src/substrate/records/*	record lifecycle, taxonomy and relationships	yai	yai.record.v1 freeze	classify_residue	none	complete	read-only; taxonomy confirms carrier_request/effect_receipt/divergence can be durable records without new persistence root
SPINE.34	../yai-dev/src/substrate/query/*	query surfaces and no-fallback posture	yai	store record get/list freeze	classify_residue	none	complete	read-only; query material classified as future replay/query work, SPINE.34 only freezes LMDB lookup surface
SPINE.34	../yai-dev/src/runtime/execution/operational_receipt.c	operational receipt persistence posture	yai	records_by_receipt freeze	classify_residue	none	complete	read-only; receipt concepts validate receipt index posture without importing execution runtime
SPINE.34	../yai-dev/src/runtime/execution/execution_records.c	execution record envelope posture	yai	control/carrier record store validation	classify_residue	none	complete	read-only; execution record concepts map to carrier_request/effect_receipt storage capability only
SPINE.35	../yai-dev/src/substrate/store/*	store backend replay and audit posture	yai	journal_replay_boundary	classify_residue	none	complete	read-only; store concepts confirm journal replay can rebuild durable planes but inspect does not write LMDB
SPINE.35	../yai-dev/src/substrate/records/*	record reconstruction and taxonomy posture	yai	journal_inspect parser hardening	classify_residue	none	complete	read-only; record taxonomy informs supported kind diagnostics without expanding replay engine
SPINE.35	../yai-dev/src/runtime/execution/execution_records.c	execution record replay material	yai	replay diagnostics	mine_concept	none	complete	read-only; execution record concept classified for future replay-to-LMDB work, no materialization in SPINE.35
SPINE.35	../yai-dev/src/runtime/execution/operational_receipt.c	operational receipt audit trail	yai	replay diagnostics receipt posture	mine_concept	none	complete	read-only; receipt concepts stay replay/audit diagnostics only
SPINE.35	../yai-dev/src/runtime/execution/process_replay.c	process replay posture	yai	journal replay doctrine	mine_concept	none	complete	read-only; replay concept classified without process replay or carrier execution
SPINE.35	../yai-dev/src/runtime/audio/replay/*	replay parser and corrupt input posture	yai	journal inspect invalid_json diagnostics	mine_concept	none	complete	read-only; audio replay concepts inform corrupt-line diagnostics only
SPINE.36	../yai-dev/src/substrate/store/*	replay to store and rebuild materialization posture	yai	journal_replay_to_lmdb	classify_residue	none	complete	read-only; store concepts map to LMDB writer reuse, not a second replay store
SPINE.36	../yai-dev/src/substrate/records/*	record reconstruction and idempotent materialization posture	yai	journal_replay_to_lmdb records_written records_duplicate	classify_residue	none	complete	read-only; record concepts inform replay report fields without adding new record schema
SPINE.36	../yai-dev/src/runtime/execution/process_replay.c	process replay implementation posture	yai	journal_replay_to_lmdb	mine_concept	none	complete	read-only; replay concept narrowed to journal-to-LMDB only, no process replay execution
SPINE.36	../yai-dev/src/runtime/execution/execution_records.c	execution record reconstruction posture	yai	yai.record.v1 replay materialization	mine_concept	none	complete	read-only; execution records replay through existing LMDB record envelope path
SPINE.36	../yai-dev/src/runtime/execution/operational_receipt.c	receipt replay and audit posture	yai	records_by_receipt replay indexing	mine_concept	none	complete	read-only; receipt concepts validate receipt index materialization only
SPINE.36	../yai-dev/src/runtime/audio/replay/*	replay diagnostics and partial replay posture	yai	journal_replay_to_lmdb invalid input handling	mine_concept	none	complete	read-only; partial replay remains blocked with diagnostics, no best-effort mode
SPINE.37	../yai-dev/src/substrate/store/*	schema version handling and replay metadata posture	yai	replay metadata cursor and compatibility	classify_residue	none	complete	read-only; store concepts map to meta:replay entries without introducing a second metadata store
SPINE.37	../yai-dev/src/substrate/records/*	record compatibility and schema posture	yai	record_schema journal_schema compatibility	classify_residue	none	complete	read-only; record concepts keep yai.store.record.v0 input distinct from yai.record.v1 materialization
SPINE.37	../yai-dev/src/runtime/execution/process_replay.c	replay cursor and partial replay posture	yai	cursor_line replay_status	mine_concept	none	complete	read-only; process replay remains out of scope, cursor doctrine is line-based journal metadata only
SPINE.37	../yai-dev/src/runtime/execution/execution_records.c	idempotency and record reconstruction posture	yai	records_duplicate idempotent replay	mine_concept	none	complete	read-only; replay counts existing records without rewriting or mutating execution semantics
SPINE.37	../yai-dev/src/runtime/execution/operational_receipt.c	receipt replay metadata posture	yai	replay-status diagnostics	mine_concept	none	complete	read-only; receipt concepts support replay diagnostics only
SPINE.37	../yai-dev/src/runtime/audio/replay/*	partial replay and schema mismatch posture	yai	schema_mismatch no false complete	mine_concept	none	complete	read-only; corrupt/incompatible input is failed or incompatible, not completed
SPINE.38	../yai-dev/src/substrate/store/*	replay report and store diagnostics posture	yai	yai.replay_report.v1 rebuild report	classify_residue	none	complete	read-only; wave=SPINE.38; store diagnostics map to durable replay report files, not a second store backend
SPINE.38	../yai-dev/src/substrate/records/*	record reconstruction report posture	yai	records_written records_duplicate records_skipped	classify_residue	none	complete	read-only; record concepts inform report counters without changing yai.record.v1
SPINE.38	../yai-dev/src/runtime/execution/process_replay.c	partial replay report posture	yai	cursor_line replay_status failed report	mine_concept	none	complete	read-only; process replay remains out of scope, report is journal-to-LMDB evidence only
SPINE.38	../yai-dev/src/runtime/execution/recovery_hint.c	recovery hint diagnostics	yai	replay report warnings errors	mine_concept	none	complete	read-only; recovery hint concept maps to report warnings/errors only
SPINE.38	../yai-dev/src/runtime/execution/error_envelope.c	error envelope diagnostics	yai	failed report invalid_entries	mine_concept	none	complete	read-only; error envelope concept maps to failed replay report diagnostics
SPINE.38	../yai-dev/src/runtime/audio/replay/*	replay authority and corrupt input diagnostics	yai	failed report partial replay	mine_concept	none	complete	read-only; audio replay concepts reinforce no partial successful materialization on corrupt input
SPINE.39	../yai-dev/src/substrate/store/*	replay freeze store posture	yai	covered_by_spine35_39 classify_residue	none	complete	read-only; wave=SPINE.39; journal-to-LMDB materialization is frozen without adding a second store backend
SPINE.39	../yai-dev/src/substrate/records/*	replay freeze record posture	yai	covered_by_spine35_39 classify_residue	none	complete	read-only; record replay remains yai.record.v1 with schema/cursor/report metadata only
